Headline,Headline ID
Minecraft Is Expected to Be Acquired by Microsoft,610
Apple scrapped advanced Apple Watch health monitoring features due to reliability issues,611
"Yes, we’re being bought by Microsoft",612
Argentina’s president adopts Jewish boy to save him from life as a werewolf,613
MICROSOFT 'IN SERIOUS DISCUSSIONS' TO PURCHASE MINECRAFT DEV MOJANG,614
Microsoft Near Deal to Buy Minecraft Maker Mojang,615
Microsoft to buy 'Minecraft' creator Mojang for $2.5B,616
Microsoft said to be buying the maker of 'Minecraft' for $2 billion,617
"Report: Microsoft Trying To Buy Mojang, Creators Of Minecraft",618
Microsoft is reportedly buying 'Minecraft' developer Mojang for $2 billion,619
Report: Microsoft may buy Minecraft studio Mojang,620
"[Google translate] AED site: Family ""Flyer"" Maryam Mansouri emphasizes ""fabricating"" a statement repudiating them",621
Microsoft nears deal to buy Minecraft maker Mojang : WSJ,622
NBC's Tom Brokaw reportedly wants Brian Williams fired over fabricated Iraq helicopter story,623
REVEALED: Woman Behind $5 Million Per Year Youtube Channel Is a Former Porn Star  Read more at: http://nextshark.com/revealed-woman-behind-5-million-per-year-youtube-channel-is-a-former-porn-star/#rmns,624
Mystery woman behind the 'richest hands on the internet' revealed: Former pornstar 'makes $5m a year unwrapping Disney toys on YouTube',625
"Former Porn Star Behind YouTube Sensation ‘DC Toy Collector,’ Makes $5 Million Per Year Unboxing Disney Toys",626
A bunch of cool health features were cut from the Apple Watch at the last minute,627
Apple Watch won’t be the digital doctor it could have been,628
WSJ: Apple cut watch health features due to erratic sensors,629
Original Apple Watch Health Features Were Dropped Due to Consistency Issues,630
'They ate through the ceilings and pooped on the keyboards': Rats are 'taking over' Vogue's new World Trade Center office and Anna Wintour 'no longer wants to work there',631
Met police denies reports of Banksy arrest,632
WTC rats scare off Anna Wintour,633
It’s Okay To Laugh About The Fact That The Vogue Rat Infestation is Getting Worse,634
Banksy arrest hoax: US website claims street artist caught in Watford,635
"No, Banksy hasn’t been arrested",636
Judd Nelson Death Hoax: FOX News Impersonator Claims Actor Found Dead In Los Angeles Condo,637
Vogue's new digs are reportedly swarming with rats,638
Street Artist BANKSY Arrested? Again?,639
Now the Vogue Rats Are Chewing Through Couture,640
"Rats at Vogue's NYC offices - watch your step, Anna Wintour",641
"So, There Might Be a Rat Infestation at Vogue",642
Graffiti Artist Banksy Arrested In London; Identity Revealed,643
The famous “Dog whisperer” Cesar Millan died of a heart attack this morning.,644
"No, Banksy has not been arrested (sigh)",645
"Everybody Relax, Banksy Wasn’t Arrested And Exposed As A 35-Year-Old Man",646
Does Vogue's New Office Have a Rat Infestation?,647
Banksy arrest hoax: Internet duped by fake report claiming that the street artist's identity has been revealed,648
Conde Nast's rat problem at One World Trade Centre: From red carpets to rodent droppings,649
Lebanon 'holding IS leader's daughter and ex-wife',650
"Calm down everyone, Banksy hasn't been arrested: 9 clues that it's a hoax",651
Rats are still running around at Vogue,652
Everyone chill! Banksy has NOT been arrested,653
"In Vogue vs Rats War, the Rats Are Winning",654
BREAKING UDPATED: ISIS REPORTEDLY USE CHEMICAL WEAPONS IN KOBANE,655
Anna Wintour: Is Rat Infestation At NYC ‘Vogue’ Office Kim Kardashian’s Fault?,656
Vogue’s Rat Infestation: Disturbing New Details,657
Anna Wintour 'refuses to work at new World Trade Center Vogue office due to rat infestation',658
A Bunch Of People Thought Banksy Got Arrested But It Was A Hoax,659
Kimye’s Fault? Anna Wintour’s NYC ‘Vogue’ Offices Hit With Disgusting Rat Infestation: ‘Rat Droppings On Desks’,660
"Vogue's Anna Wintour Pissed Off With New 1 World Trade Center Offices, Infested With Rats",661
SEE IT: California homeless man uses $100 gift to give food to others,662
"Once Again, The Banksy 'Arrest' Is A Giant Hoax. Repeat: A Hoax.",663
The rats eat Prada at Vogue NY office,664
Vogue’s Shiny New Office Has a Big Rat Problem,665
Hoax 'Banksy Arrested in London' Story Dupes the Internet Again,666
Rat problem worsens at One World Trade Center offices of Conde Nast,667
Is this a Crabzilla spotted in the UK? Monster crab measures about 50 feet,668
"Comcast Turns Complaints Back On Customer, Gets His Employer To Fire Him",669
Moment Michael Brown was shot dead 'caught on audio recording': FBI handed potentially damning tape of ELEVEN shots being fired - including final volley of 'kill shots',670
"If you really believed Colorado KFCs were selling pot, here’s a reality check",671
Accountant Says Comcast Got Him Fired for Contesting Bogus Charges,672
"Unhappy Customer: Comcast Told My Employer About Complaint, Got Me Fired",673
Comcast gets customer fired for complaining about poor service,674
Did Comcast Get a Man Fired From His Job for Complaining About Its Service?,675
The Man Who Says Comcast Got Him Fired Has Filed a Lawsuit,676
Vice CEO Throws Down $300K on Lavish Vegas Dinner,677
A Man Says Comcast Called His Boss And Got Him Fired After He Complained About Its Service,678
Customer: I was fired for Comcast complaint,679
Claim: Comcast Got Complaining Customer Fired From His Job,680
Michael Brown shooting audio caught on tape?,681
Lucita Sandoval sex tape hoax: Viral Argentine video features college student ― not 16-year-old boy,682
Girl poured acid on boyfriend’s penis after he released sex tape,683
Parent: Fourth-grader suspended after using magic from 'The Hobbit',684
Tesla Said to Select Nevada for Its First Battery Site,685
Is 'hands up' in Hong Kong really the same as in Ferguson?,686
Gigafactory location: Tesla Motors confirms Nevada announcement Thursday,687
CNBC: Tesla chooses Nevada for new battery factory plant,688
Tesla to Choose Nevada for Battery Factory,689
"Report: Tesla will build its Gigafactory in Nevada, not Texas",690
Tesla will build battery 'Gigafactory' in Nevada,691
Tesla Motors set to choose Nevada for its 'gigafactory',692
'The Cosby Show' Star Raven Symone Joins Long List of Women Accusing Bill Cosby of Rape,693
"Tesla settles on Nevada for ""gigafactory"" site -CNBC",694
Desperate bride marries wedding guest instead of groom,695
A Pregnant Woman Has Lost Her Eye After Being Shot W/ Bean Bag In Ferguson,696
Tesla choosing Nevada for battery factory,697
"Boko Haram denies cease-fire, leader says he married off kidnapped girls",698
NYC High School Student Nicknamed ‘Teen Wolf’ Made $72 Million On Stock Market,699
"Dead for 48 minutes, Catholic Priest claims God is female",700
Amazon Reportedly Planning An Ad-Supported Video Service That Will Be Cheaper Than Netflix,701
Nigeria: hopes for return of kidnapped schoolgirls rise after ceasefire reported,702
"Boko Haram agrees to ceasefire, release of school girls",703
"Dead for 48 minutes, this Catholic Priest claims God is female",704
"Boko Haram Could Release Kidnapped Girls, Nigerian Officials Say",705
SHOCK CLAIM: PGA Golfer Says Tiger Woods Is Suspended For Failed Drug Test,706
Man Known as ‘Jihadi John’ Is Identified as Mohammed Emwazi,707
Attorney: New audio reveals pause in gunfire when Michael Brown was shot,708
Boko Haram 'to release abducted schoolgirls' as part of ceasefire agreement,709
Boko Haram Denies Nigeria Cease-Fire Claim,710
"Boko Haram Denies Truce, Says Kidnapped Girls Have Been “Married Off”",711
The next Apple Watch could be platinum,712
Nigeria announces truce with Boko Haram; fate of schoolgirls unclear,713
NET Extra: Back-from-the-dead Catholic priest claims God is a female...,714
Mystery man slaps shoppers around head for sneezing,715
Boko Haram 'ceasefire' doubts after attacks reported in Nigeria,716
Hope Fades for Girls' Release After Boko Haram 'Truce' Breached,717
"Boko Haram claims to have German hostage, denies ceasefire",718
"Boko Haram leader denies ceasefire deal, says 200 abducted girls married off ",719
Reports: Boko Haram may release schoolgirls as part of deal,720
Priest' claim of seeing God as a woman dismissed as hoax,721
"Catholic Priest Dead For 48 Minutes, Is Miraculously Revived – His Revelations About God Are Even More Shocking",722
Nigeria says it has deal with Boko Haram to release kidnapped girls,723
Court Orders Probe Into Complaints Of 'Forced Castration' In Religious 'Dera' Sect,724
Nigeria Claims Boko Haram Will Release the Kidnapped Schoolgirls,725
"Catholic priest dies for 48 mins, wakes up claiming God is a woman",726
CNN Plays Alleged Recording of Michael Brown Shooting,727
Canadian-Israeli Woman Says She Hasn’t Been Captured By ISIS,728
NET Extra: Back-from-the-dead Catholic priest claims God is a female,729
God Is A Woman – Resurrected Father Narated,730
"Despite ceasefire announcement, new Boko Haram attacks reported",731
Kidnapped Nigerian schoolgirls: Government claims ceasefire deal with Boko Haram that will bring missing girls home,732
"Catholic Priest Dies for 48 Minutes, Comes Back to Life and Claims God Is Female",733
"Fidel Castro Is Dead, According to Viral Twitter Rumors",734
God is a woman- Priest who died for 48 minutes claims,735
"Etats-Unis: Mort pendant 48 minutes, un prêtre affirme que Dieu est une femme",736
Ebola Frisco 2014: Patient Shows Virus Symptoms After Apparent Thomas Eric Duncan Contact,737
More than 200 kidnapped Nigerian girls to be released after deal reached with Boko Haram,738
Senator: Detainees swapped for Bergdahl have contacted militants,739
This Is The Most Epic Way To Quit Your Job,740
Boko Haram denies ceasefire claim by Nigeria's government,741
Nigeria Boko Haram blamed for raids despite truce claim,742
Nigeria says ceasefire agreed with Boko Haram,743
"Boko Haram Cease-Fire: Abducted Nigerian Schoolgirls To Be Released, Officials Say",744
Tiger Woods Is Selling His Private Island For $7.1 Million,745
"Woman detained in Lebanon is not Isis leader’s wife, says Iraq",746
"Nigeria claims deal with Boko Haram on ceasefire, kidnapped girls",747
Boko Haram ceasefire ignored as violence flares in Borno state,748
Boko Haram denies it has agreed ceasefire,749
Report: Former Baseball Star Jose Canseco Accidentally Shot At Home,750
"That Story About a Catholic Priest Dying, Seeing God as a Woman, and Coming Back to Life? It’s Almost Definitely Fake",751
Boko Haram denies truce to release kidnapped schoolgirls,752
"Jess Smith, 19, Claims She Was Teletubbies' Giggling Baby: What Did She Get Paid?",753
Nigeria and Boko Haram 'agree ceasefire and girls' release',754
That Boko Haram Ceasefire in Nigeria Isn’t A Ceasefire,755
Continuing Violence Puts Boko Haram Ceasefire In Jeopardy,756
"Hoax Alert: Father O’Neal, Who Has Met God and Thinks She’s a Woman, Is Made Up (Just Like God Herself)",757
Tourist wakes to find strange red trail on his stomach - and discovers a spider has burrowed through his appendix scar and crawled UNDER his skin while on holiday in Bali,758
Catholic Priest Claims God Is Female After Clinically Dead Experience,759
Woman Stays In KFC For A Week To Get Over Her Break-Up,760
Nigeria Says Boko Haram Cease-Fire May Lead to Release of Kidnapped Girls,761
"Boko Haram Denies Ceasefire, Says Kidnapped Girls Are Now Married",762
Nigerians doubtful of girls' release after Boko Haram 'truce' breached,763
"Op-Ed: Hoax – Priest who never existed claims he died, saw female God",764
"Nigeria's missing girls 'to be released by Boko Haram', government aide claims",765
Christian Bale quits Steve Jobs movie,766
Urgent: The Leader of ISIL 'Abu Bakr al-Baghdadi' Killed! / Photo,767
Report: ISIS Leader Abu Bakr Al-Baghdadi Assassinated In U.S. Airstrike,768
Islamic State Leader al-Baghdadi “Not Dead”,769
Christian Bale Exits Steve Jobs Movie (Exclusive),770
That Was Fast: Christian Bale Bails on Steve Jobs Biopic,771
Christian Bale In Talks To Play Steve Jobs In Sony's Next Biopic,772
"Predator Drone Reportedly Sighted Circling Raqqa, Syria",773
Christian Bale to Play Steve Jobs in New Movie,774
ISIS Leader Killed: Abu Bakr Al-Baghdadi Reportedly Killed By U.S. Airstrike,775
"US Drones, Hunting for ISIS Leader, Seen Flying over Syrian Airspace",776
Christian Bale Pulls Out of Upcoming Steve Jobs Biopic,777
"Don't Worry, 'The Breakfast Club' Star Judd Nelson Is Not Dead",778
Apple Watch battery will require nightly charging,779
A Predator Drone Has Reportedly Been Spotted Circling Above ISIS's Capital City,780
Did Kim Yo-Jong Take Kim Jong Un’s Role? North Korea Ill Health Rumors Are ‘Fabricated’,781
"In Moscow, police are looking for a felon, cut the male genitals",782
Armed U.S. drones spotted flying over Syria in possible hunt for ISIS leader,783
Report: Christian Bale Just Bailed on the Steve Jobs Movie,784
Oscar winner Christian Bale to play Steve Jobs in upcoming biopic,785
Aaron Sorkin Confirms Christian Bale Will Play Steve Jobs,786
Predator Drone Reportedly Spotted Over ISIS Hotbed in Syria; Airstrikes Hit ISIS Targets,787
"Christian Bale in talks to play Steve Jobs for Sony, Danny Boyle",788
Who Should Play Steve Jobs Now That Christian Bale Quit?,789
‘Photo of slain IS leader’ reported to be doctored,790
American Predator Drone Circling Islamic State’s Stronghold,791
We took a look at the photo said to show the body of Islamic State leader Abu Bakr Al-Baghdadi (right) and found it was really an ethnic Albanian militant killed in 2013,792
"Christian Bale passes on role of Steve Jobs, actor reportedly felt he wasn't right for part",793
Christian Bale will not play Steve Jobs,794
Judd Nelson isn't dead; report is a hoax,795
ISIS leader dead?,796
80's Brat Pack star Judd Nelson forced to deny that he's dead after fake news story starts trending on social media,797
This Woman Exposed Her Cheating Boyfriend With A Brilliant Christmas Gift,798
Batman Set To Play Steve Jobs In Upcoming Biopic,799
Christian Bale to play Steve Jobs in upcoming biopic,800
Christian Bale set to play Steve Jobs in forthcoming biopic of Apple co-founder,801
Iraqi airstrike kills key ISIL leader,802
Christian Bale Is Steve Jobs,803
Dera Sacha Sauda Chief Forced Castration of 400 Devotees? CBI Files Case Against 'MSG: The Messenger of God' Actor,804
Christian Bale in Talks to Star in Sony's Steve Jobs Film,805
"BREAKING: ""Brat Pack"" Judd Nelson Found Dead in Los Angeles Condo",806
"Don't forget to tip...especially if you spend $300,000",807
Report: Christian Bale Drops Out Of Steve Jobs Biopic,808
SEND IN THE DRONES: Predator drones flown over IS headquarters in Syria,809
Podcast: Brown Moses on what’s flying over Iraq and Syria,810
Christian Bale Drops Out of Steve Jobs Biopic,811
Christian Bale Won't Play Steve Jobs After All,812
Pentagon Denies It Killed ISIS Chief As Airstrikes Hit Top Extremists,813
Predator drones being flown over Isil's Syrian 'capital',814
Predator Drone Reportedly Spotted Over ISIS Stronghold,815
URGENT: ISIS leader Abu Bakr al-Baghdadi allegedly killed by US airstrikes,816
Fake Fox News Website Reports Judd Nelson’s Death for Some Reason,817
US drones hunt Isis leader in Syria,818
Report: Christian Bale Will Play Steve Jobs,819
Weatherman caught peeing live on camera,820
Whiz kid stock picker: I didn't actually make $72M trading,821
"Yes, you can wear your Apple Watch in the shower",822
Al-Shabaab co-founder confirmed killed by US air strike in Somalia,823
Hunt for 'cruel' owner who abandoned dog at train station,824
Justin Bieber Saved This Guy From a Bear Attack,825
There's A Weird Story Going Around About How Argentina's President Just Saved A Jewish Man From Becoming A Werewolf,826
"Jealous Wife Who Chopped Off Husband’s Penis For Cheating On Her, Chops It Off A Second Time",827
Man saved from bear attack - thanks to his Justin Bieber ringtone,828
"Bieber ringtone scares bear, saves man's life",829
President of Argentina Adopts Boy to Stop Him from Becoming a Werewolf,830
Justin Bieber ringtone saves man being mauled by bear,831
Justin Bieber Basically Saves A Russian Man From A Bear,832
People Actually Believed Argentina’s President Adopted A Jewish Boy To Stop His Change Into A Werewolf,833
Saudi Arabia airline segregation: Saudi airlines to assign seats based on gender,834
Argentinian President Cristina Kirchner adopts Jewish boy to protect him from werewolf stigma,835
Foley family says was 'threatened' by U.S. official over ransom: ABC,836
Justin Bieber ringtone saves Russian man from bear attack,837
"Passenger headed to Dallas rages over ‘Merry Christmas,’ removed from plane",838
Man Mauled By Bear Says He's Only Alive Thanks to Justin Bieber,839
"Argentina President, Christina Kirchner, Has Bizarre Werewolf Mishap",840
"No, Argentina's president did not adopt a Jewish child to stop him turning into a werewolf",841
Argentina's President Adopts Young Boy so He Won't Turn Into Werewolf,842
James Foley’s Family Claims Government Threatened Them Over Ransom Payments,843
President of Argentina adopts Jewish godson to 'stop him turning into a werewolf',844
Argentina's President Adopts Jewish Boy to Keep Him from Turning into a Werewolf,845
Justin Bieber Ringtone Startles Bear,846
Justin Bieber Saved A Guy Getting Mauled By A Bear,847
Argentina president adopts young Jewish boy as godson to prevent him from turning into werewolf,848
Argentine President Takes On Godson — But Not To Keep Werewolf At Bay,849
"A Peruvian TV show is tricking men into catcalling their mothers, for feminism",850
Did Argentina's President Adopt A Jewish Baby To Stop It From Becoming A Werewolf??,851
"Sorry, Argentina's President Didn't Actually Adopt a Jewish Werewolf",852
Justin Bieber saves man from bear attack,853
Werewolf legend leads Argentine president to adopt,854
Bear attack foiled by Justin Bieber’s music: A story too good to check,855
Unbearable: Man fends off bear attack by playing Justin Bieber song,856
Argentina's President Didn’t Adopt A Jewish Child To Avoid Becoming A Werewolf; So What Did She Do?,857
"Beast-eater, frightened phone signal, threw the victim and rend in the taiga",858
Werewolf Legend Leads To Jewish Godson's 'Adoption' by Argentina President,859
Argentina’s President Adopted A Jewish Godson To Stop Him From Turning Into A Werewolf,860
Rumor: Apple in late-stage talks to buy Path social platform,861
"Satire Website Fools ESPN, Kei Nishikori isn't highest paid tennis star",862
A Justin Bieber Ringtone Just Saved A Man’s Life Who Was Being Attacked By A Bear,863
"Finally, proof that Justin Bieber IS unbearable: Russian fisherman saved from bear attack when ringtone featuring one of the pop brat's songs scares it away",864
China Penis Amputation: Cruel Aunt Viciously Mutilates Toddler's Genitals as Punishment,865
Fisherman Saved from Deadly Bear Attack by His Justin Bieber Ringtone,866
Justin Bieber ringtone saves Russian fisherman from bear attack,867
Justin Bieber Helps Defend Russian Fisherman From Bear,868
Enraged spouse chops off unfaithful husband's manhood – TWICE,869
Argentina's President Cristina Kirchner Adopts Jewish Godson To Prevent Him Turning Into A Werewolf,870
"The story of the Argentinean president, werewolves and seventh sons",871
Argentina’s president adopts Jewish godson to counteract werewolf legend,872
Justin Bieber scares off GRIZZLY BEAR and saves fisherman from a mauling,873
President of Argentina adopts Jewish boy to stop him turning into werewolf,874
President of Argentina adopts godson to stop him from turning into a werewolf,875
Argentina's President Just Adopted a Son So He Won't Turn into a Werewolf,876
Jilted wife 'chopped off husband's penis TWICE with scissors after catching him cheating',877
Argentina's President Adopts Boy to End Werewolf Curse,878
"Justin Bieber ringtone scares bear, saves Russian fisherman",879
Argentina Has a Superstition That Seventh Sons Will Turn into Werewolves,880
ISIS executioner 'Jihadi John' allegedly wounded by U.S.-led air strike: report,881
Lenovo might be eyeing up BlackBerry... again,882
HP Is Planning To Split Into Two Separate Businesses,883
Hewlett-Packard Plans to Break in Two,884
HP is reportedly splitting into two companies,885
Report: Hewlett-Packard plans to break into 2 companies,886
Hewlett-Packard will reportedly split into two companies,887
HP confirms plan to split company,888
HP to split into two businesses -- report,889
Islamic State releases video showing beheading of US hostage Steven Sotloff,890
"Apple Reportedly Close to Acquiring 'Path', Looking to Integrate Service Into Messages",891
"Here's What You Can Do On Path, The Social Network That Apple May Be About To Acquire",892
Steven Sotloff: Islamic State 'kills US hostage',893
Hewlett-Packard Announces Plans To Break Up Company,894
Apple reported to be near buying Path social network,895
EXCLUSIVE: Lenovo Could Make An Offer For BlackBerry As Early As This Week,896
Hewlett-Packard plans to split into two companies: Report,897
"Apple in late stages to acquire Path, report says",898
Apple could be eyeing purchase of social networking app Path,899
HP reportedly plans to split PC and printer business from enterprise unit,900
Hewlett-Packard to split in 2 companies,901
Zombie Cat: Buried Cat Claws Way Out Of Grave After Being Left For Dead,902
"Hewlett-Packard splits off PC, printer businesses",903
Hewlett-Packard Plans To Split Into Two Companies: WSJ Report,904
Wednesday Apple Rumors: Apple May Be Ready to Buy Path,905
Hewlett-Packard Plans To Break Into Two Companies: Report,906
HP announces plan to split in two,907
"REPORT: Apple Will Acquire Path, The Struggling Social Network",908
Hewlett Packard ‘planning to split into two’,909
Report: Apple May Buy Social Network Path,910
No gender segregation on Saudia,911
"Apple may buy Path, that social app you don’t use",912
"Report: HP to split into two companies, one focused on PCs/printers and one on enterprise computing",913
Source: Apple set to acquire Path in an attempt to bolster iOS social cred,914
"Morin goes back on transparency pledge, refuses to confirm or deny report that Apple is buying Path",915
Hewlett-Packard to split into two public companies,916
Hewlett-Packard to break into 2 companies,917
"Everything You Need To Know About Path, The Struggling Social Network In Apple's Sights",918
"50ft crustacean, dubbed Crabzilla, photographed lurking beneath the waters in Whitstable",919
Would US sue parents of James Foley? Why White House is Defending Itself,920
The US Threatened To Prosecute Families Of The 2 Murdered Americans If They Paid A Ransom To ISIS,921
ISIS Reportedly Beheaded The 'Poster Child' For Kurdish Female Fighters,922
Government threatened Foleys with criminal charges over ransom,923
"White House Chief Of Staff Denis McDonough: No Threats Were Made To Foley, Sotloff Families Over Possible Ransom",924
Joan Rivers’ Doctor Snapped Selfie During Throat Procedure (Report),925
'They got in our way': James Foley's brother backs mother attacking Obama administration over failure to save photojournalist before he was beheaded by ISIS,926
U.S. Officials Threatened James Foley’s Parents With Prosecution Over Ransom,927
White House denies threatening families of James Foley and Steven Sotloff over ISIS ransom but adds 'we made the law clear to them',928
Apple reportedly planning to shut down Beats Music subscription streaming service [u],929
Crabzilla,930
US denies it threatened Foley family,931
James Foley family: Obama officials vowed criminal charges if we paid son’s ransom,932
White House Threatened James Foley's Family with Prosecution,933
WH won’t say if Foley family was threatened not to pay ransom,934
"WH: We didn't threaten Foley, Sotloff families",935
This Man Kept HARASSING Women On The Streets. Until One Day… MOM!?,936
ISIS Advances to Within 10 Miles of Baghdad,937
Lenovo 'resumes efforts to acquire struggling phone maker BlackBerry',938
Parents say they were kept in the dark on attempts to save James Foley,939
James Foley's mother 'appalled' by U.S. government handling of case,940
Girl destroys boyfriends penis in acid attack after video of them having sex goes viral,941
Brighton jihadi 'among five killed in Syria drone strike',942
White House denies it threatened families of slain American journalists,943
Man chops off his own penis after girlfriend told him he was no good in bed,944
‘Jihadi John’: The Islamic State killer behind the mask is a young Londoner,945
Weather Reporter Mike Seidel Was Caught Off Guard on Live TV and Appeared to Be Urinating in the Snow -- Watch!,946
Sugarhill Gang rapper Big Bank Hank dead at 57,947
American hostage in Yemen freed in military raid-Defence Ministry,948
"Man chops off own penis, throws it in a dustbin after poor show in bed",949
Man chops off his penis after his girlfriend breaks up with him,950
"Luke Somers Dies In Rescue Attempt, Sister Says; Yemeni Defense Ministry Says Unnamed US Hostage Freed",951
"Tim Cook Reportedly Showers with Apple Watch, Suggesting It’s Waterproof",952
US hostage Luke Somers dies after rescue bid,953
Audio of gunfire in Michael Brown case authenticated by app company,954
Al Qaida hostage killed in raid,955
Watch moment TV weatherman is caught urinating in the bushes LIVE on camera,956
BREAKING: British-born hostage 'KILLED in failed rescue attempt',957
REPORT: Alleged New Audio of Michael Brown Shooting,958
"Man cuts off manhood, throws it in the bin, after girlfriend leaves over small penis",959
"US hostage 'murdered' by militants in Yemen, says Hagel",960
Reports: Big Bank Hank of pioneering rap group Sugarhill Gang has died,961
Lebanon confirms holding ISIS chief’s kin,962
American hostage killed in rescue attempt in Yemen - senior official,963
Sugarhill Gang Rapper ‘Big Bank Hank’ Dies at 57,964
Sugarhill Gang rapper Big Bank Hank dies at age 57,965
Ottawa investigates reports that Isis has captured Canadian-Israeli woman,966
Sugarhill Gang’s Big Bank Hank dead at 57,967
GRAPHIC CONTENT: Girl sneers at man's tiny penis so he CHOPS IT OFF and bins it,968
WAS NBC METEOROLOGIST MIKE SEIDEL PEEING IN THE SNOW ON CAMERA? A TESTY BRIAN WILLIAMS EXPLAINS,969
Brian Williams Demands Apology From Social Media Over Erroneous Urination Reports (Video),970
"Sadly, Pumpkin Spice Condoms Aren't A Thing After All",971
"Yemen says U.S. man freed, sister says he’s dead",972
Man cut off manhood and threw it in bin after girlfriend dumped him over small penis,973
"Piper Jaffray pegs stainless steel Apple Watch price at $499, Edition at $4,999",974
"Luke Somers, American Hostage, Is Killed During Rescue Attempt in Yemen, U.S. Official Says",975
‘Star Wars: The Force Awakens’ May Get An Early Release Date—Report,976
Magic mushrooms found at Buckingham Palace,977
Brian Williams Debunks Peeing Meteorologist Report On ‘NBC Nightly News': Video,978
Sugarhill Gang co-founder Big Bank Hank dies,979
Man Chops Off and Throws Away His Small Penis After Bad Breakup,980
Brian Williams Insists NBC News Meteorologist Did Not Pee in the Snow While on Air,981
Sugarhill Gang rapper Big Bank Hank dies aged 57,982
Rapper Big Bank Hank of Sugarhill Gang dies at 57,983
Rumor Robert Plant Ripped Up $800 Million Contract To Reunite Led Zeppelin Called 'Rubbish',984
Video messaging service verifies timing of CNN audio recording,985
Big Bank Hank dead: Sugarhill Gang member and rapper dies aged 57,986
Weather Channel’s Mike Seidel was not caught with his pants down,987
Terrorism fears rise amid reports of stolen jetliners,988
AUSTRALIA: 600-POUND WOMAN GIVES BIRTH TO 40-POUND BABY,989
NBC weatherman caught urinating in the woods live on air,990
SEE IT: NBC meteorologist Mike Seidel appears to relieve himself during broadcast; network says he was looking for phone,991
Nun gives birth to surprise baby after complaining of stomach pains,992
Luke Somers: British-born photojournalist 'killed by al-Qaeda after failed rescue attempt in Yemen',993
Sugarhill Gang Rapper Big Bank Hank Dies at 57,994
Big Bank Hank of The Sugarhill Gang is dead at 57,995
CNN Plays Alleged Audiotape of Michael Brown ShootingMilitarization Of Police,996
Parliament Hill shooting: Sergeant-At-Arms Kevin Vickers the family hero who took down Ottawa gunman,997
Boyfriend cuts off his penis and throws it in the bin after girlfriend dumps him for being bad in bed,998
Media outlets identify 'Jihadi John',999
"Big Bank Hank, US rapper and Sugarhill Gang founder member, dies at 57",1000
Man Severed Penis That Failed To Impress Girls,1001
"Man chops off his own penis, throws it in the trash after getting dumped for bad bedroom skills",1002
Graphic Photo: Oliver Ilic Uses Razor Blade To Slice Off Own Manhood After Girlfriend Broke Up With Him,1003
Weather Reporter Caught Writing His Name In The Snow Was NOT Ready To Go On Camera (UPDATED),1004
Sugarhill Gang's Big Bank Hank Dead At 57,1005
Jilted lover chops off his penis after girlfriend dumps him,1006
China: Wife chops off cheating husband's penis twice with scissors and throws it out of window,1007
"Woman Cuts Off Husband's Penis Twice, Then Throws It Out the Window",1008
Woman cuts off husband's penis twice after catching him cheating,1009
Saudi Women May Have to Cover Up Sexy Eyes,1010
Wife chopped her husband's penis off after she discovered he had cheated on her… then cut it off AGAIN after surgeons managed to reattach it in China,1011
Saudi Arabia's national airline to introduce gender segregation after a string of complaints from male passengers,1012
Jilted wife chops off two-timing hubby’s manhood — twice,1013
Fake News Report Claims Loggers Have Cut Down World's Oldest Tree,1014
"Fowler Falls For Fake Website, Makes Crazy Claims About Tennis Star",1015
Man in China recovering in hospital after wife chopped off his penis,1016
Woman Reportedly Cuts Off Husband's Penis Twice in One Night,1017
Wife cuts off husband's penis TWICE after catching him cheating,1018
"Wife chops off cheating husband’s penis, twice",1019
Wife chops off cheating husband’s penis twice – then stray animal steals it,1020
Joan Rivers' Doctor Took a Selfie While She Was Under Anesthesia (Report),1021
These Men Weren't Really Tricked Into Sexually Harassing Their Moms,1022
Apple to shut down Beats Music? Not so Apple says,1023
Hearing Unconfirmed Reports of Saudi Pipeline Explosion,1024
Yemen’s Houthi rebels seize U.S. Marines’ weapons at airport,1025
Strange mark turns out to be tropical spider burrowing under vacationer's skin,1026
Durex is not confirming or denying rumors of a “pumpkin spice” condom,1027
"Tropical spider burrows under man's skin, lives there for three days",1028
Tropical spider burrowed under Bali tourist's skin,1029
Axl Rose Dead? Of Course Not — Tiresome Internet Death Hoax Plague Hits Guns N’ Roses Frontman,1030
'Spiderman' squished: Experts debunk claims,1031
Man discovers spider living under his skin during Bali vacation,1032
What Glenn Beck Fears May Be Done With the 11 Missing Jets,1033
Bali Awry,1034
Tiger Woods prices private island at $7.1 million,1035
Best Christmas present ever? Heartwarming moment app developer reveals to his parents he had paid off their mortgage,1036
Texas Town Quarantined After Family Of Five Test Positive For The Ebola Virus,1037
'Spiderman' squished: Perth experts debunk spider burrowing claims,1038
Tropical spider 'burrowed under man's skin through scar' - video report,1039
Passenger Wears A Hazmat Suit To Dulles Airport,1040
[UPDATED] 11 Men and 0 Women on Tonight's ESPN Domestic Violence Panel,1041
"No, a spider (probably) didn't crawl through a man's body for several days",1042
Tropical spider burrows under man's skin through scar,1043
This Is a Truly Horrifying Story About a Spider,1044
"Tee-off in your own putting paradise: Swedish luxury island owned by Tiger Woods up for sale - and it comes with a villa, a hot tub and a lodge",1045
Tropical spider burrowed under man's skin through appendix scar and lived there for THREE DAYS,1046
"No, A Spider Did Not Burrow Under A Man's Skin And Live There For Days",1047
